Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
1346,0.89,2.18,0.55,0.0,0.86,1.56,225.22,99.0,76.23,80.97,0.59,1.45,2.45,13.48,59.21,14.57,2.5,24.38,7.77,57.39,0.14,0.53,0.16,0.08,0.69,1.01,417.32,163.23,214.82,86.51,0.74,2.79,3.79,5.17,73.64,5.92,1.02,21.31,5.77,43.88,2.11,7.99,2.0,0.14,0.8,0.85,344.62,102.62,131.64,8.37,63.84,241.18,3.78,6.13,63.84,8.15,0.73,11.23,2.71,18.17,0,TRAIN,8.0
1347,1.62,2.7,1.12,0.02,0.4,1.83,252.48,24.27,55.85,91.99,0.27,0.46,1.66,6.26,39.93,31.1,1.16,4.71,3.21,57.48,0.73,1.1,1.09,0.1,0.51,2.16,540.33,45.08,112.63,188.79,0.21,0.32,1.5,5.76,33.31,25.89,1.23,0.0,7.46,75.03,8.72,10.95,13.09,0.31,1.63,4.53,546.73,64.58,49.07,142.03,0.09,0.12,1.26,13.69,9.29,124.93,1.35,0.0,5.26,30.96,0,TRAIN,8.0
1348,-4.58,-40674.29,-3.71,0.29,0.79,0.82,295.75,144.83,289.81,10.23,1.0,8879.06,8880.06,18.84,99.99,2.17,0.04,0.0,18.98,-578.46,-0.24,104.03,-0.15,0.28,0.79,0.88,219.94,109.43,216.71,19.23,1.0,-432.47,-431.47,18.03,100.23,5.02,0.03,0.0,11.04,70.36,-0.51,75.31,,0.51,0.94,0.94,228.97,91.4,209.59,,1.01,-149.52,-148.52,12.99,100.67,3.97,0.64,7.62,6.21,47.69,0,TRAIN,8.0
1349,0.45,-0.92,0.4,0.05,0.11,0.53,324.16,31.28,465.47,196.65,1.47,-2.99,-2.03,25.14,149.22,0.31,-2.38,0.0,21.93,88.88,-1.44,5.51,-4.56,0.01,0.06,0.38,1152.25,79.94,1413.21,455.3,1.25,-4.78,-3.83,9.64,126.14,-1.15,-0.49,0.0,35.08,114.78,0.5,2.17,0.71,0.17,0.37,1.19,519.74,78.07,377.93,309.95,77.12,337.11,4.37,7.54,77.12,1.03,2.1,0.0,7.4,66.58,0,TRAIN,8.0
1350,0.94,7.48,5.62,0.0,0.36,0.66,2178.66,470.21,187.72,403.26,0.66,5.24,7.95,4.04,87.42,36.46,0.26,52.64,18.47,-85.4,0.44,3.13,1.94,0.1,0.62,1.04,1619.33,375.81,156.81,304.74,0.72,5.18,7.18,3.87,86.08,21.53,0.74,56.17,15.29,-67.33,1.09,10.02,11.3,0.01,0.49,0.55,3778.15,1491.91,600.41,144.18,83.68,769.78,9.2,5.96,83.68,6.63,0.21,47.49,35.52,-16.4,0,TRAIN,8.0
1351,4.2,14.46,3.5,0.24,0.98,1.2,303.8,114.67,155.69,34.46,0.71,2.44,3.44,35.71,70.94,13.47,1.0,0.0,26.22,73.03,1.27,5.41,1.34,0.06,0.93,1.52,381.98,157.56,180.89,109.15,0.76,3.24,4.24,30.47,76.43,5.22,1.61,6.27,30.64,79.04,1.27,5.68,2.01,0.19,0.79,0.98,578.54,135.25,226.79,44.12,0.78,3.48,4.48,27.79,77.66,4.97,0.88,24.8,29.9,57.87,0,TRAIN,8.0
1352,206.2,-420.88,6.22,0.09,1.34,1.34,11.0,4.78,3.81,,1.49,-3.04,-2.04,233.23,148.99,160.5,-0.4,0.0,0.81,8.91,27.61,146.86,29.46,0.07,0.98,2.84,388.4,123.59,135.3,254.71,0.81,4.32,5.32,35.22,81.2,34.0,,44.63,8.11,12.12,3.41,14.87,,0.22,1.49,8.88,211.42,29.76,23.54,174.09,0.77,3.36,4.36,12.32,77.08,4.42,,34.49,3.87,41.88,0,TRAIN,8.0
1353,14.06,943.94,4.71,0.06,0.06,0.56,122.18,,118.1,60.43,0.99,66.14,67.14,53.78,98.51,32.75,0.05,0.0,13.3,56.19,0.86,40.97,0.35,0.03,0.26,0.86,146.59,30.55,129.18,78.38,0.9,43.1,47.74,32.51,97.91,19.34,0.12,0.0,12.75,72.96,8.97,13.18,6.91,0.31,1.2,1.63,280.38,77.72,87.29,38.1,0.32,0.47,1.47,23.65,31.98,42.48,1.41,0.0,11.31,53.82,0,TRAIN,8.0
1354,-12.05,30.06,-14.23,0.26,0.4,0.4,430.85,86.47,595.35,,1.4,-3.49,-2.49,-4.97,140.1,1.55,-0.92,0.0,8.36,33.96,1.47,-7.14,3.16,0.23,0.28,0.28,783.63,29.72,611.22,,1.21,-5.86,-4.86,2.9,120.56,3.28,0.27,0.0,3.08,11.54,12.68,-181.49,20.71,0.28,0.38,0.38,594.33,48.1,472.57,,1.07,-15.31,-14.31,12.68,106.99,16.51,0.28,0.0,0.0,0.0,0,TRAIN,8.0
1355,3.6,14.72,5.63,0.0,1.45,1.65,490.02,180.63,43.78,25.7,0.76,3.09,4.09,15.23,75.57,10.27,1.05,56.77,18.21,43.5,2.31,8.28,3.03,0.0,1.1,1.26,477.69,156.43,78.57,22.91,0.72,2.58,3.58,19.22,72.06,10.22,1.07,51.64,22.19,57.97,0.02,0.06,0.03,0.01,0.31,0.48,431.96,85.49,90.39,46.88,0.67,2.03,3.03,20.97,67.05,9.05,0.48,45.01,17.58,46.45,0,TRAIN,8.0
1356,0.85,1.54,1.34,1.26,2.04,2.05,573.87,21.54,251.03,3.41,0.45,0.81,1.81,16.01,44.82,12.4,6.09,0.0,23.83,70.15,4.06,6.86,8.63,1.8,2.36,2.36,773.64,1.44,309.61,,0.41,0.69,1.69,16.37,40.85,21.79,13.37,0.0,26.16,53.18,2.03,3.09,,2.11,2.75,2.77,813.1,11.55,279.18,5.85,34.17,51.91,1.52,14.53,34.17,17.63,18.77,0.0,19.96,43.02,0,TRAIN,8.0
1357,-0.3,-1.15,-0.49,0.12,0.42,0.68,603.65,71.84,216.81,64.89,0.74,2.86,3.86,8.26,74.09,8.17,0.86,4.69,14.15,-71.71,-52.47,869.02,-73.56,-0.01,0.09,0.27,510.3,36.49,202.24,70.24,1.06,-17.56,-16.56,-36.49,106.04,-22.12,0.34,33.96,22.41,-55.53,-15.81,-27.3,-53.64,0.44,0.56,0.84,1235.05,59.55,509.69,145.64,0.42,0.72,1.73,-10.25,41.87,-15.83,0.91,0.0,13.41,-27.39,0,TRAIN,8.0
1358,11.88,15.54,9.05,3.54,3.88,3.88,277.99,20.53,60.43,,0.24,0.31,1.31,75.61,23.56,60.63,5.47,0.0,48.54,80.08,6.04,9.34,5.39,0.11,2.71,2.71,324.9,284.61,109.33,,0.35,0.55,1.55,34.12,35.36,26.8,8.82,0.0,25.06,67.07,19.97,52.08,,0.51,1.37,1.37,241.66,125.82,145.44,,0.62,1.61,2.61,91.2,61.66,33.97,2.54,0.0,34.77,53.16,0,TRAIN,8.0
1359,-0.21,-0.29,-0.26,0.15,1.47,2.94,460.14,87.65,59.83,103.57,0.18,0.26,1.41,10.48,29.12,40.44,1.34,2.2,13.48,55.33,0.79,1.11,0.94,0.01,1.29,2.89,432.05,91.62,47.45,118.45,0.2,0.28,1.4,13.49,28.77,43.92,1.45,5.99,15.07,62.53,0.19,0.26,0.2,0.18,1.23,3.04,376.32,64.91,47.77,113.42,0.2,0.27,1.36,14.3,19.66,42.07,1.55,4.05,10.73,48.69,0,TRAIN,8.0
1360,0.49,1.87,3.65,0.05,0.53,1.19,2723.33,352.14,123.83,489.1,0.66,2.54,3.82,19.91,73.8,17.1,0.67,41.33,144.87,-460.14,0.3,1.12,2.36,0.03,0.67,1.82,2878.69,340.3,185.58,622.07,0.67,2.5,3.73,18.61,73.22,13.53,0.68,30.01,144.8,-333.42,0.36,1.38,2.56,0.03,0.49,1.3,2611.16,320.02,265.42,568.55,0.74,2.87,3.87,18.1,74.18,11.09,0.65,32.13,127.29,-292.93,0,TRAIN,8.0
1361,9.71,11.97,30.04,1.22,3.16,4.63,1128.76,261.18,64.72,265.28,0.16,0.2,1.23,12.01,18.85,114.35,3.13,10.13,7.1,20.2,15.84,18.95,42.66,0.01,3.77,5.24,980.41,544.4,57.01,227.21,0.16,0.19,1.2,17.86,16.45,131.67,4.84,9.83,5.45,14.31,13.99,16.21,33.44,0.01,5.55,6.42,869.71,627.74,37.55,101.08,0.14,0.16,1.16,15.78,13.67,113.85,6.41,9.08,3.12,13.31,0,TRAIN,8.0
1362,-18.11,-70.09,-37.66,0.01,0.23,0.49,758.95,92.72,357.72,112.41,0.67,2.58,3.87,2.39,74.16,-12.41,0.46,9.18,42.63,325.58,7.2,21.42,9.59,0.02,0.19,0.55,484.62,42.43,235.9,85.73,0.58,1.73,2.97,27.05,66.38,29.94,0.56,0.0,26.42,124.53,31.9,54.18,43.0,0.05,0.3,0.84,490.7,30.0,116.97,66.8,35.48,60.26,1.7,44.73,35.48,111.21,0.87,5.63,12.58,40.61,0,TRAIN,8.0
1363,0.33,0.53,0.26,0.1,1.24,1.92,292.51,104.56,58.91,62.7,0.38,0.62,1.62,19.71,38.37,17.97,1.71,11.24,15.54,78.83,-5.16,-7.65,-4.72,0.01,1.15,2.25,333.05,105.62,51.78,103.07,0.33,0.48,1.48,13.14,32.57,2.9,1.95,12.4,16.74,100.99,-11.68,-15.6,-9.21,0.07,1.8,3.42,287.08,88.56,40.49,83.33,0.25,0.34,1.34,7.47,25.16,-25.92,2.14,3.85,10.74,107.84,0,TRAIN,8.0
1364,1.84,9.59,0.85,0.01,0.28,1.52,169.07,21.24,37.14,96.1,0.77,4.02,5.22,47.84,80.84,9.65,0.84,28.58,21.31,111.54,0.27,1.95,0.63,0.0,0.07,1.0,838.39,44.33,534.88,660.02,0.86,6.08,7.08,24.06,85.88,9.69,0.99,20.48,54.79,83.13,1.92,10.16,3.27,0.0,0.53,1.46,620.38,101.24,142.89,179.16,0.32,1.68,5.3,16.84,31.7,18.82,0.36,7.99,18.5,62.41,0,TRAIN,8.0
1365,1.04,2.46,0.88,0.37,1.29,1.48,310.1,159.33,173.29,33.05,0.58,1.36,2.36,19.36,57.65,13.47,2.84,0.0,15.56,63.91,0.65,1.28,0.61,0.12,1.5,1.79,345.79,228.72,166.29,50.16,0.5,0.98,1.98,17.58,49.6,15.92,4.33,0.0,16.09,57.9,0.8,1.58,0.73,0.31,1.55,1.79,331.13,193.82,156.03,37.88,0.49,0.97,1.97,22.49,49.19,13.3,3.78,0.0,13.71,45.13,0,TRAIN,8.0
1366,16.31,32.46,13.98,0.0,0.43,1.2,312.96,55.67,120.29,102.02,0.49,0.98,1.99,36.09,49.76,50.12,1.15,3.22,16.96,51.14,4.34,9.28,6.76,0.1,0.22,1.2,567.24,31.92,205.1,269.27,0.53,1.13,2.14,24.78,53.24,24.67,1.2,11.89,31.86,104.68,2.73,4.86,2.63,0.0,0.16,1.43,349.69,20.77,139.47,183.23,0.44,0.77,1.78,31.19,43.53,30.24,1.41,1.42,20.21,85.07,0,TRAIN,8.0
1367,14.89,45.33,3.71,0.53,0.82,0.82,90.93,16.46,56.89,,0.67,2.04,3.04,80.14,67.14,31.39,0.72,0.0,16.25,71.13,4.4,10.08,1.23,0.4,0.86,0.97,101.58,24.65,52.89,5.7,0.56,1.29,2.29,85.49,56.35,22.98,0.94,0.0,22.63,83.82,5.39,10.36,,0.52,1.5,1.57,84.05,36.7,37.39,2.34,0.48,0.92,1.92,84.41,48.02,17.56,1.87,0.0,12.58,61.26,0,TRAIN,8.0
1368,-12.24,163.04,-5.04,0.12,0.63,0.9,150.2,78.96,154.94,42.25,1.07,-14.28,-13.32,19.25,107.51,-9.18,-1.17,0.0,12.96,109.23,18.2,163.78,6.41,0.08,1.1,1.1,128.24,109.59,108.01,,0.87,7.87,9.0,47.49,88.89,23.5,1.87,0.0,10.32,55.19,12.86,75.68,,0.24,1.22,1.22,169.28,126.41,129.03,0.17,0.79,4.65,5.89,40.64,79.07,19.51,3.04,0.0,9.4,42.77,0,TRAIN,8.0
1369,-3.86,-26.27,-14.09,4.47,6.44,16.72,1333.92,0.1,59.9,624.0,0.85,5.81,6.81,-1.32,85.32,2.21,3.86,76.67,9.27,14.38,8.56,37.99,24.39,0.35,0.39,1.07,1037.57,27.22,115.44,528.06,77.47,343.95,4.44,17.09,77.47,15.52,1.21,64.35,24.31,31.96,-34.79,-183.57,-17.08,1.24,1.32,1.32,178.73,10.24,127.17,0.29,81.05,427.68,5.28,-13.08,81.05,-31.97,4.23,0.0,10.66,52.31,0,TRAIN,8.0
1370,14.77,23.88,6.32,1.51,2.75,2.75,156.24,69.47,55.99,0.0,0.38,0.62,1.62,14.77,38.15,38.71,,0.0,0.0,0.0,37.41,50.61,11.24,1.51,4.71,4.71,109.35,73.51,22.97,0.0,0.26,0.35,1.35,39.19,26.07,143.54,,0.0,0.53,3.45,5.24,26.57,2.63,0.22,0.82,1.13,182.66,83.57,138.79,43.37,80.27,406.83,5.07,7.46,80.27,10.83,1.74,0.0,0.81,10.82,0,TRAIN,8.0
1371,1.73,184.49,3.29,0.11,0.14,0.37,693.91,23.72,662.24,155.41,0.99,105.71,106.71,1.73,99.06,5.6,0.01,2.3,0.0,0.0,-4.39,145.06,-2.42,0.34,0.42,0.6,201.15,16.28,190.59,36.49,1.03,-34.07,-33.07,-4.39,103.02,2.0,-0.08,7.22,0.0,0.0,-1.97,16.11,-0.65,0.04,0.16,0.16,120.26,15.77,101.09,0.0,1.12,-9.16,-8.16,-1.97,112.26,25.07,-0.15,27.27,0.0,0.0,0,TRAIN,8.0
1372,6.04,7.4,13.43,6.81,8.2,11.78,812.24,42.73,30.93,112.25,0.13,0.16,1.23,17.1,18.49,111.37,1.65,0.0,24.61,60.94,1.99,2.39,5.12,9.03,13.03,18.54,935.36,99.68,24.92,139.27,0.12,0.14,1.2,14.5,16.57,84.45,1.83,0.0,32.13,77.76,1.61,1.94,4.27,10.77,13.96,18.74,967.65,72.01,27.26,130.22,0.11,0.14,1.21,14.08,11.36,82.62,1.95,0.0,24.08,58.06,0,TRAIN,8.0
1373,-3.04,-64.68,-2.61,0.19,1.18,1.19,312.86,127.7,129.33,2.05,0.95,20.25,21.25,25.26,95.29,2.93,1.13,0.0,24.26,91.29,1.18,23.53,0.96,0.11,0.95,0.96,297.45,158.9,189.59,2.82,0.95,18.99,19.99,25.37,95.0,5.97,0.89,0.0,19.77,75.85,2.85,34.08,,0.07,0.94,0.94,255.84,157.6,182.9,1.37,0.92,10.97,11.97,27.63,91.64,6.94,0.82,0.0,12.52,49.72,0,TRAIN,8.0
1374,3.13,3.31,3.87,18.18,18.18,18.18,452.28,,24.54,,0.06,0.06,1.06,45.27,5.5,56.81,,0.0,52.22,88.79,5.01,5.54,1.26,10.62,10.62,10.62,91.57,,8.53,,0.09,0.1,1.1,51.61,9.42,53.25,,0.0,11.72,85.1,31.1,38.06,5.38,5.29,5.47,5.47,62.95,2.09,11.38,,0.18,0.22,1.22,80.92,18.28,170.16,,0.0,8.62,54.24,0,TRAIN,8.0
1375,7.94,17.45,2.97,1.38,1.83,1.83,136.44,33.34,73.34,,0.55,1.2,2.2,9.49,54.5,14.57,,0.0,0.58,10.8,3.9,8.95,1.84,1.28,1.77,1.77,171.8,47.48,95.92,,0.56,1.3,2.3,3.9,56.45,6.9,,0.0,0.0,0.0,-79.96,1715.45,-25.96,0.63,0.96,0.96,118.19,39.66,122.34,,1.05,-22.45,-21.45,-79.96,104.66,-76.4,,0.0,0.0,0.0,0,TRAIN,8.0
1376,1.05,10.62,0.45,0.14,0.83,0.84,155.41,84.27,123.21,1.12,0.9,9.09,10.09,39.65,90.09,9.29,0.88,0.0,16.43,79.45,0.31,3.33,0.16,0.08,0.63,0.88,190.85,13.11,66.36,32.93,0.91,9.62,10.62,33.03,90.59,7.27,2.81,33.69,17.15,59.53,1.87,15.65,0.5,-0.9,1.66,2.08,97.28,32.65,16.03,18.13,0.88,7.38,8.38,36.82,88.06,7.61,4.7,27.95,9.34,33.8,0,TRAIN,8.0
1377,5.07,76.3,30.72,0.35,0.37,0.37,2212.72,14.75,623.05,,0.93,14.06,15.06,5.07,93.36,10.5,0.76,64.44,0.0,0.0,3.53,94.66,21.92,0.65,0.81,0.81,2259.55,42.55,148.44,,0.96,25.8,26.8,3.53,96.27,9.03,0.97,65.15,0.0,0.0,-1.36,-54.67,-8.33,0.08,0.36,0.36,2220.69,197.61,540.58,,0.98,39.06,40.06,-1.36,97.5,4.1,0.76,72.72,0.0,0.0,0,TRAIN,8.0
1378,-2.62,-6.67,-1.84,0.0,0.46,0.7,255.87,49.16,93.8,30.71,0.51,1.3,2.54,4.33,60.66,7.33,0.63,12.77,4.87,57.88,0.5,1.11,0.3,0.01,0.44,0.75,215.5,34.33,76.48,29.05,0.45,1.0,2.21,8.74,54.76,18.28,0.68,8.33,4.88,54.16,1.68,3.26,0.95,0.03,0.54,0.86,205.46,34.67,78.59,25.12,0.39,0.76,1.94,11.37,39.2,22.02,0.77,0.0,3.81,35.16,0,TRAIN,8.0
1379,-2.07,300.32,-2.37,0.0,1.35,1.35,418.11,325.95,280.79,0.0,1.01,-145.85,-144.85,0.84,100.69,-1.37,0.53,0.01,3.34,59.32,4.32,130.89,2.78,0.0,1.36,1.36,234.32,195.26,143.5,0.0,0.97,29.23,30.28,10.38,96.7,4.76,0.59,0.0,3.9,39.83,-4.39,-146.2,,0.01,1.92,1.94,361.13,262.75,141.21,2.6,96.99,3231.38,33.32,8.28,96.99,-4.25,0.42,0.02,9.26,45.22,0,TRAIN,8.0
1380,-0.13,-0.4,-0.31,0.06,0.23,0.81,861.6,30.76,104.74,103.42,0.43,1.32,3.09,22.16,67.59,34.68,0.64,26.27,52.63,164.67,-3.14,-9.42,-7.24,0.03,0.13,0.7,838.56,20.36,104.59,122.12,0.43,1.28,3.0,23.53,66.62,30.07,0.6,26.3,61.46,229.55,-2.24,-7.55,-5.37,0.01,0.09,0.75,870.67,21.02,110.0,157.89,0.51,1.71,3.36,25.89,50.79,21.9,0.65,34.98,48.6,161.51,0,TRAIN,8.0
1381,9.16,9.6,46.17,39.18,39.18,39.18,479.05,,46.33,,0.05,0.05,1.05,9.16,4.62,198.13,,0.0,0.0,0.0,-21.12,126.12,-21.8,0.14,0.34,0.77,375.75,83.9,428.99,189.83,1.17,-6.97,-5.97,1.88,116.75,-17.88,-4.01,0.0,23.75,861.06,-43.98,-890.74,-14.14,0.37,0.44,1.0,117.04,7.73,107.9,60.4,0.95,19.25,20.25,32.31,95.06,-45.4,1.38,0.0,17.36,303.63,0,TRAIN,8.0
1382,13.71,14.72,17.37,10.04,12.12,12.12,462.48,57.1,27.45,,0.07,0.07,1.07,13.71,6.91,271.83,3.5,0.0,0.0,0.0,3.27,3.37,12.32,27.63,33.77,33.77,1371.52,179.58,29.23,,0.03,0.03,1.03,3.27,3.05,107.08,3.62,0.0,0.0,0.0,1.99,2.12,,10.3,13.01,13.01,1208.45,197.06,72.67,,0.06,0.07,1.07,2.8,6.44,105.84,4.57,0.0,1.83,4.1,0,TRAIN,8.0
1383,32.77,87.26,31.63,0.29,0.81,0.81,352.31,87.41,167.18,,0.62,1.66,2.66,61.55,62.45,67.94,0.85,0.0,27.78,36.2,29.16,87.57,31.73,0.3,0.74,0.74,396.01,109.18,251.22,,0.67,2.0,3.0,51.19,66.7,58.81,0.67,0.0,23.96,30.93,16.25,71.6,21.8,0.23,0.38,0.38,488.37,52.72,357.18,0.0,0.77,3.41,4.41,36.63,77.3,31.95,0.35,0.0,19.02,26.86,0,TRAIN,8.0
1384,-9.82,-25.21,-14.36,0.94,1.03,1.08,533.76,26.86,303.07,13.85,0.61,1.57,2.57,8.07,61.06,-13.01,1.16,0.0,26.15,162.18,-3.84,-11.96,-3.0,0.81,1.01,1.05,284.25,34.91,176.83,7.82,0.67,2.1,3.12,13.35,67.9,-4.0,1.06,0.01,13.42,113.49,-2.77,-10.22,,0.74,0.94,0.98,468.36,68.53,333.36,11.81,0.73,2.68,3.68,13.04,72.86,-2.43,0.92,0.0,14.59,77.39,0,TRAIN,8.0
1385,0.79,10.26,3.84,2.16,5.49,5.49,1780.34,377.17,113.45,,0.92,12.04,13.04,0.79,92.33,6.27,1.48,0.0,0.0,0.0,0.0,0.03,0.01,0.17,35.12,35.12,1573.54,510.53,14.61,,0.91,10.45,11.45,0.0,91.27,7.14,1.51,0.0,0.0,0.0,1.27,12.78,5.85,0.23,13.16,13.16,1676.98,654.76,50.77,,0.9,9.07,10.07,1.27,90.07,4.72,1.62,0.0,0.0,0.0,0,TRAIN,8.0
1386,-0.75,-16.58,-0.33,0.21,0.46,0.46,160.62,38.53,73.74,,0.95,21.03,22.03,1.89,95.46,7.49,0.08,48.97,1.16,24.74,0.11,4.47,0.06,0.28,0.76,0.76,223.42,103.53,167.64,,0.98,41.38,42.38,0.83,97.64,5.85,0.09,21.8,0.44,7.79,1.4,45.83,0.99,0.36,0.81,0.81,257.85,111.61,184.6,,0.97,31.7,32.7,2.35,96.94,4.09,0.14,24.57,0.5,14.05,0,TRAIN,8.0
1387,6.83,32.73,4.3,0.02,0.28,0.28,229.86,44.11,156.05,,0.79,3.79,4.79,35.02,79.13,8.63,0.3,7.41,17.75,83.19,-74.3,152.74,-176.31,0.04,0.12,0.12,863.69,96.16,1147.59,,1.49,-3.06,-2.06,-34.09,148.65,-45.29,-0.42,2.26,95.41,-141.72,-3.67,9.71,-9.48,0.08,0.2,0.2,941.1,141.61,1141.24,0.0,1.38,-3.65,-2.65,14.26,137.73,2.87,-0.44,8.84,34.07,108.61,0,TRAIN,8.0
1388,-34.13,91.73,-80.05,0.03,0.16,0.16,856.12,108.19,533.3,,1.37,-3.69,-2.69,-34.13,137.21,-11.37,0.08,30.44,0.0,0.0,-3.6,24.51,-14.22,0.08,0.08,0.08,1438.98,2.59,1545.27,,1.15,-7.81,-6.81,-3.6,114.67,11.46,-0.1,0.0,0.0,0.0,4.41,63.37,10.24,0.11,0.15,0.15,845.58,32.02,750.58,0.08,0.93,13.38,14.38,5.28,93.04,39.89,0.12,0.0,2.03,3.13,0,TRAIN,8.0
1389,0.45,2.09,1.14,0.03,0.17,0.81,929.92,40.25,212.23,196.51,0.71,3.33,4.67,9.15,78.57,13.1,0.78,42.52,22.16,106.32,0.48,2.51,1.15,0.01,0.16,0.58,868.95,53.09,268.37,152.05,0.75,3.94,5.23,11.13,80.87,9.28,0.65,37.83,25.43,163.53,0.12,0.53,0.24,0.0,0.14,0.53,744.57,36.23,178.71,100.87,0.72,3.29,4.55,14.1,72.19,10.9,0.67,41.24,20.47,145.1,0,TRAIN,8.0
1390,1.88,3.18,53.42,29.53,29.81,33.06,10360.65,22.99,91.25,300.9,0.2,0.34,1.69,6.74,40.86,46.19,1.11,0.0,137.98,-25.86,3.35,4.99,181.8,2.51,6.16,6.58,19753.41,3039.75,832.41,353.03,0.12,0.17,1.49,9.21,32.81,85.96,1.0,0.0,317.84,-26.38,5.87,9.3,416.91,3.34,3.6,3.8,25853.7,563.81,2104.25,403.66,0.16,0.26,1.58,11.37,16.39,67.82,1.0,0.0,264.16,-19.52,0,TRAIN,8.0
1391,-13.76,-22.82,-9.73,1.19,2.15,2.53,258.29,94.34,98.92,38.41,0.39,0.65,1.66,57.76,39.73,-34.31,41.18,0.0,50.61,179.17,43.83,188.95,14.48,0.88,1.44,1.49,120.25,44.35,78.63,3.6,0.76,3.28,4.31,88.89,76.8,58.0,23.6,0.0,14.89,41.93,-125.93,220.82,-29.66,0.03,0.79,1.07,85.74,58.03,76.7,21.86,1.57,-2.75,-1.75,-18.22,157.03,-79.68,2.56,0.0,25.37,330.09,0,TRAIN,8.0
1392,0.08,0.71,0.02,0.12,1.05,1.05,113.31,92.61,99.83,,0.89,8.37,9.37,22.67,89.33,0.09,1.68,0.0,7.01,99.66,-0.77,100.0,-0.2,0.1,0.87,0.87,93.68,71.66,93.36,,1.01,-131.16,-130.16,-0.77,100.77,-0.76,-0.06,0.0,0.0,0.0,6.56,34.57,,0.53,1.14,1.14,30.55,15.0,24.49,,81.03,427.09,5.27,6.56,81.03,8.09,2.55,0.0,0.0,0.0,0,TRAIN,8.0
1393,0.11,0.55,0.47,0.82,1.1,3.09,1627.97,78.86,280.97,567.58,0.79,4.11,5.21,13.88,80.82,20.55,1.64,54.43,61.42,-35.16,0.4,3.44,1.21,0.37,0.47,2.38,1087.61,30.29,280.84,541.73,0.87,7.42,8.51,10.02,88.25,26.47,1.18,32.87,28.74,-15.4,0.22,2.03,0.58,0.21,0.33,0.93,960.09,89.69,426.09,484.9,0.89,8.19,9.19,13.74,89.12,14.74,0.52,39.76,35.67,-19.48,0,TRAIN,8.0
1394,5.71,40.0,8.86,0.01,0.32,0.71,565.89,111.99,288.6,148.4,0.85,5.96,7.0,16.39,85.72,13.75,0.37,19.11,16.55,84.85,2.24,12.11,2.84,0.1,0.3,0.61,462.24,59.77,228.56,91.34,0.81,4.4,5.42,14.83,81.54,13.24,0.4,19.73,16.0,120.16,0.85,8.53,2.65,0.04,0.31,0.57,1139.0,155.9,379.25,142.61,0.83,8.37,10.08,7.57,83.05,6.38,0.33,29.59,14.94,82.6,0,TRAIN,8.0
1395,23.3,24.78,24.62,13.77,14.42,16.79,385.63,14.65,22.65,54.46,0.06,0.06,1.06,23.3,5.96,391.19,,0.0,0.0,0.0,21.32,26.04,34.98,4.65,4.65,5.51,597.27,,107.21,93.15,0.18,0.22,1.22,21.32,18.15,117.45,,0.0,0.0,0.0,34.99,42.14,50.68,4.2,5.5,5.9,527.14,115.11,88.35,35.0,0.17,0.2,1.2,34.99,16.95,206.49,,0.0,0.0,0.0,0,TRAIN,8.0
1396,3.52,10.07,0.9,0.1,1.03,1.03,93.45,55.14,59.64,,0.65,1.86,2.86,26.0,65.0,15.57,1.06,0.0,5.75,58.99,4.04,27.93,1.75,0.01,1.05,1.05,157.29,96.05,118.98,,0.86,5.91,6.91,22.83,85.53,10.9,1.23,2.8,8.12,61.11,3.76,21.52,,0.45,1.04,1.15,170.38,28.52,129.41,14.89,0.83,4.73,5.73,14.26,82.54,12.19,2.02,0.0,3.44,35.32,0,TRAIN,8.0
1397,12.5,17.63,8.12,0.04,8.22,8.3,237.19,157.08,21.14,1.65,0.29,0.41,1.41,33.86,29.13,89.41,2.84,0.0,13.88,46.96,11.61,14.86,8.31,0.03,7.34,7.34,260.55,206.5,30.38,,0.22,0.28,1.28,33.13,21.88,99.78,5.87,0.0,15.4,43.2,10.27,15.36,6.6,0.02,3.97,3.97,233.82,195.85,53.78,,0.33,0.5,1.5,25.64,33.15,52.77,8.68,0.0,7.14,25.53,0,TRAIN,8.0
1398,-0.32,-1.87,-4.56,0.67,0.9,1.09,5266.91,1021.59,4307.35,817.32,0.83,4.92,5.92,5.7,83.12,3.21,1.78,0.0,86.77,-15.02,-1.54,-8.99,-63.07,0.05,0.39,0.56,14948.58,4200.54,12237.3,2128.93,0.83,4.85,5.85,10.4,82.92,7.36,0.32,0.0,490.06,-29.71,0.31,0.6,6.14,0.04,0.97,1.31,7252.04,3240.13,1654.76,1191.97,0.49,0.96,1.96,8.45,48.88,0.63,1.41,25.42,162.29,-44.62,0,TRAIN,8.0
