Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
2580,0.69,1.11,2.32,0.23,0.38,0.38,1233.71,67.45,452.73,,0.38,0.62,1.62,8.95,38.26,11.34,0.73,0.0,27.93,62.26,0.06,0.1,0.3,0.06,0.33,0.33,1889.74,196.28,734.31,,0.43,0.75,1.75,5.51,42.97,12.16,0.7,2.78,28.28,43.44,-0.08,-0.14,,0.02,0.33,0.33,989.27,123.33,390.17,,0.43,0.77,1.76,5.76,43.4,11.83,0.69,2.53,11.77,34.57,0,VALID,8.0
2581,-1.19,654.2,-6.73,0.13,1.06,1.06,2059.59,1682.84,1803.22,,1.0,-549.55,-548.55,-1.19,100.18,-1.19,-0.03,0.0,0.0,0.0,-0.11,18.22,-3.83,0.7,0.95,1.04,12610.14,1911.6,7562.66,651.95,1.01,-165.73,-164.73,-0.11,100.61,2.52,-0.02,0.0,0.0,0.0,0.1,-159.89,0.09,0.13,0.99,1.01,337.8,206.1,238.85,4.62,1.0,-1598.11,-1597.11,1.24,100.06,0.73,0.0,0.0,0.75,50.66,0,VALID,8.0
2582,-28.12,204.42,-8.03,0.11,0.84,0.84,104.24,85.25,116.48,,1.14,-8.27,-7.27,9.44,113.75,-23.71,-2.95,0.0,10.73,96.84,21.02,557.47,7.77,0.92,1.01,1.01,134.46,11.42,62.44,,0.96,25.52,26.52,29.17,96.23,23.33,0.98,47.97,3.01,-4.13,7.72,81.65,1.58,0.01,0.6,0.6,74.56,53.46,77.14,,0.91,9.58,10.58,24.05,90.55,17.64,0.35,18.07,3.35,77.54,0,VALID,8.0
2583,26.34,90.96,5.78,0.2,0.89,1.07,80.1,2.22,52.88,9.75,0.71,2.45,3.45,45.05,71.04,43.16,1.89,0.0,4.1,33.73,16.89,54.64,3.99,0.41,1.49,1.55,86.1,51.67,48.03,3.17,0.69,2.24,3.24,27.61,69.1,28.75,2.59,0.0,2.54,29.11,7.06,11.41,1.58,0.93,3.1,3.1,81.21,46.14,21.3,0.01,0.38,0.62,1.62,23.22,38.11,38.08,3.71,0.0,2.56,36.04,0,VALID,8.0
2584,-7.06,48.3,-10.54,0.09,0.14,0.21,544.75,30.79,615.87,44.21,1.15,-7.84,-6.84,-7.06,114.63,-6.16,-0.19,0.0,0.0,0.0,-20.68,54.31,-28.01,0.03,0.14,0.17,493.01,69.36,673.29,25.54,1.38,-3.63,-2.63,-20.68,138.08,-5.08,-0.5,0.0,0.0,0.0,3.22,66.47,3.14,0.37,0.44,0.47,354.78,23.15,333.87,10.38,0.95,19.63,20.63,3.22,95.15,20.49,0.09,0.0,0.0,0.0,0,VALID,8.0
2585,13.81,51.14,25.41,0.61,0.75,0.84,671.85,68.25,483.78,44.17,0.73,2.7,3.7,13.81,73.01,26.41,0.7,0.0,0.0,0.0,-46.09,-4089.12,-88.28,2.56,2.89,2.89,697.21,77.24,238.92,,0.35,30.74,88.72,-46.09,98.87,-133.02,,0.0,0.0,0.0,2.68,14.83,82.57,0.12,0.48,1.22,11209.64,3346.97,9082.03,6685.71,0.82,4.53,5.53,2.68,81.92,3.27,,0.0,0.0,0.0,0,VALID,8.0
2586,0.04,0.05,0.28,0.09,3.75,3.97,2464.23,1184.73,324.25,74.2,0.14,0.16,1.17,3.61,14.27,21.31,1.83,0.0,24.09,67.39,0.14,0.16,0.97,0.06,5.48,5.87,2461.05,1136.87,209.63,82.79,0.1,0.11,1.11,3.32,9.91,25.5,1.82,0.0,21.49,63.08,2.35,2.65,16.63,0.53,4.81,5.1,2574.61,1039.95,243.02,69.73,0.11,0.13,1.13,5.02,11.35,40.67,1.73,0.0,13.44,499.06,0,VALID,8.0
2587,0.04,1.43,0.04,0.01,0.43,0.67,332.31,109.36,259.64,61.24,0.97,32.07,33.07,3.5,96.98,9.36,0.44,0.0,3.15,21.54,0.22,8.04,0.41,0.01,0.37,0.87,678.0,201.79,552.31,284.33,0.97,35.89,36.89,3.19,97.29,12.05,0.64,0.35,5.54,15.82,0.03,2.21,0.09,0.03,0.31,0.87,920.89,169.42,606.34,338.62,0.98,63.04,64.04,1.71,98.44,9.28,0.8,0.0,3.08,8.94,0,VALID,8.0
2588,0.38,1.24,1.58,-1.13,0.02,0.87,1525.85,503.16,471.57,405.29,0.47,1.53,3.27,22.96,69.46,50.79,0.62,1.04,94.4,-119.81,-11.3,-78.99,-58.93,0.02,0.21,0.83,1897.8,102.92,282.8,466.44,0.66,4.61,6.99,16.5,66.0,3.06,0.35,25.31,109.93,-79.56,1.52,8.81,9.23,0.01,0.16,0.79,2213.45,79.12,295.14,591.15,0.65,3.79,5.8,26.63,65.39,25.4,0.35,29.3,113.33,-70.0,0,VALID,8.0
2589,0.23,0.43,0.36,0.01,1.09,2.1,561.73,225.56,166.93,212.86,0.45,0.83,1.83,15.88,45.25,21.8,2.91,7.41,24.08,95.09,0.11,0.18,0.3,0.01,0.44,2.13,960.61,140.46,325.98,559.65,0.36,0.57,1.57,20.45,36.24,30.99,2.68,0.0,53.66,94.43,0.08,0.13,0.12,0.02,3.32,5.06,549.78,280.56,85.03,147.9,38.57,62.78,1.63,16.98,38.57,24.54,3.79,0.0,17.73,42.01,0,VALID,8.0
2590,0.19,2.96,0.22,0.63,0.85,0.85,427.06,87.87,394.35,,0.94,14.68,15.68,17.43,93.62,0.2,0.32,0.0,20.17,91.88,-10.0,152.73,-12.67,0.36,0.94,0.94,460.96,279.01,485.75,,1.07,-16.27,-15.27,-1.62,106.55,0.82,,0.0,10.62,84.12,5.36,-99.9,,0.16,0.95,0.95,417.67,343.91,433.12,,1.05,-19.62,-18.62,19.92,105.37,5.09,,0.0,12.18,46.84,0,VALID,8.0
2591,35.56,64.21,46.41,0.91,0.91,0.91,443.69,,209.6,,0.45,0.81,1.81,35.56,44.62,115.58,0.94,0.0,0.0,0.0,-3.23,-3.54,-11.62,59.3,111.27,111.27,1310.3,79.13,8.67,,0.09,0.1,1.1,-3.23,8.79,93.32,3.88,8.12,0.0,0.0,25.94,35.91,33.87,0.45,2.36,2.36,475.29,50.02,130.51,,0.28,0.38,1.38,25.94,27.76,156.47,2.1,0.0,0.0,0.0,0,VALID,8.0
2592,3.46,7.43,1.24,0.18,0.83,0.89,130.91,53.2,76.45,5.54,0.53,1.15,2.15,22.05,53.42,18.56,1.14,4.88,6.67,68.06,6.78,20.0,2.59,0.32,0.96,1.11,139.05,57.27,79.47,12.84,0.66,1.95,2.95,21.81,66.11,18.53,1.25,7.07,5.74,44.76,5.09,15.88,3.1,0.01,0.83,1.04,221.63,121.91,125.71,31.25,67.97,212.17,3.12,22.5,67.97,16.38,1.11,10.36,7.6,39.14,0,VALID,8.0
2593,17.1,293.04,44.23,0.25,0.31,0.31,944.39,49.7,877.11,,0.94,16.14,17.14,17.1,94.17,26.16,0.08,0.0,0.0,0.0,-9.29,316.63,-21.5,0.21,0.23,0.23,842.59,16.01,857.77,,1.03,-35.09,-34.09,-9.29,102.93,-1.93,-0.04,0.0,0.0,0.0,0.94,115.72,38.24,0.14,0.22,0.23,14779.49,53.84,614.39,3.81,0.99,121.87,122.87,0.94,99.19,1.23,0.97,0.0,0.0,0.0,0,VALID,8.0
2594,-30.56,290.72,-26.85,-0.3,-0.09,0.91,320.68,20.59,47.2,96.22,1.1,-10.48,-9.51,-28.61,110.51,-27.75,0.97,27.98,1.71,-7.12,-38.91,548.28,-20.99,-0.6,-0.6,1.09,196.34,0.0,42.56,72.92,1.07,-15.09,-14.09,-26.68,107.1,-36.33,1.05,13.17,6.6,-52.77,5.02,-344.74,4.16,0.06,0.06,0.72,301.94,,188.18,124.36,1.01,-69.66,-68.66,21.82,101.46,4.95,0.68,7.61,10.29,-822.03,0,VALID,8.0
2595,0.42,-17.3,0.22,0.1,0.26,0.89,193.05,22.45,140.26,88.71,1.02,-41.75,-40.75,23.83,102.45,21.08,0.81,0.0,12.38,302.75,-9.04,81.57,-8.34,0.07,0.1,0.73,335.7,8.06,285.33,181.68,1.11,-10.02,-9.02,10.46,111.08,7.39,0.37,0.0,17.99,-312.8,0.24,13.82,0.2,0.02,0.1,0.85,305.54,22.35,271.83,203.3,0.98,56.49,57.49,22.75,98.26,20.81,0.43,0.0,13.67,-546.3,0,VALID,8.0
2596,-3.97,-14.25,-15.18,0.36,0.48,5.0,1393.97,30.68,247.6,1134.5,0.61,2.18,3.59,-0.72,72.11,-6.03,7.62,32.53,12.42,92.59,0.55,1.29,0.85,0.01,0.13,2.88,569.17,21.43,177.93,496.25,0.47,1.11,2.36,5.08,57.67,2.62,6.44,0.0,7.09,70.19,-3.8,-11.33,-10.15,0.32,0.53,2.63,973.1,71.6,168.11,718.44,0.43,1.29,2.98,0.29,66.47,-7.08,5.35,17.5,10.92,152.14,0,VALID,8.0
2597,-15.54,47.28,-11.28,0.17,0.3,0.38,264.9,3.45,346.71,27.45,1.33,-4.04,-3.04,-15.22,132.86,-2.13,-0.67,0.0,0.23,-32.53,-19.41,31.42,-13.34,0.13,0.22,0.35,250.07,4.12,400.1,51.52,1.62,-2.62,-1.62,-18.85,161.77,0.83,-1.44,0.0,0.38,17.37,-33.31,24.31,-19.24,0.09,0.09,0.25,210.29,1.92,492.27,78.47,2.37,-1.73,-0.73,-32.36,237.03,-0.6,-3.45,0.0,0.41,17.79,0,VALID,8.0
2598,0.01,0.06,0.08,0.03,1.76,2.06,2979.77,385.64,153.78,67.53,0.5,3.18,6.41,7.65,84.39,16.55,0.62,2.35,62.36,319.0,0.08,0.52,0.58,0.07,1.79,2.06,2571.55,396.0,174.01,60.7,0.51,3.24,6.34,7.81,84.24,14.01,0.62,2.17,54.58,222.62,0.1,0.64,0.74,0.18,2.23,2.65,2722.44,371.9,92.04,76.23,0.49,3.17,6.45,7.8,49.16,13.98,0.63,3.33,41.51,220.61,0,VALID,8.0
2599,10.55,11.38,201.44,12.92,13.64,13.64,6972.08,360.0,504.29,,0.07,0.08,1.08,10.55,7.33,143.8,,0.0,0.0,0.0,15.56,16.63,193.6,15.59,15.59,15.59,4527.49,,287.21,,0.06,0.07,1.07,15.56,6.41,242.66,,0.0,0.0,0.0,15.19,16.12,439.66,16.73,17.33,17.33,10536.54,360.0,601.45,,0.06,0.06,1.06,15.19,5.77,263.16,,0.0,0.0,0.0,0,VALID,8.0
2600,-1.68,-1.69,-166.1,2.51,3.3,3.3,36122.3,178.23,227.15,,0.01,0.01,1.01,-1.45,0.67,-6.71,1.01,0.0,22.45,79.15,-1.41,-1.41,-138.38,2.47,2.47,2.47,35791.09,,136.92,,0.0,0.0,1.0,-1.41,0.44,57.63,1.02,0.0,0.0,0.0,-1.34,-1.34,-118.15,0.88,1.56,1.56,32145.37,30.84,45.12,,0.0,0.0,1.0,-1.34,0.21,166.61,1.0,0.0,0.0,0.0,0,VALID,8.0
2601,-0.31,-0.81,-0.31,0.17,0.62,1.13,370.32,80.87,154.7,90.07,0.57,1.51,2.63,17.96,62.0,12.54,1.05,6.16,18.54,301.6,-0.15,-0.37,-0.11,0.34,0.82,1.28,287.18,66.37,130.31,64.24,0.58,1.47,2.53,23.77,60.43,18.07,1.31,2.9,18.87,156.74,-0.43,-0.77,-0.41,0.32,0.55,1.62,346.4,24.18,97.91,111.61,0.44,0.79,1.79,44.17,44.16,6.18,1.37,1.97,30.82,205.94,0,VALID,8.0
2602,3.63,11.12,1.51,0.99,1.48,1.48,151.64,47.63,98.71,,0.67,2.07,3.07,16.41,67.39,6.73,22.45,0.0,5.31,65.47,1.0,3.62,0.87,0.28,1.39,1.39,314.11,244.26,219.62,,0.72,2.6,3.6,10.98,72.24,2.21,45.11,0.0,8.61,75.54,1.93,4.71,,0.42,1.78,1.78,207.47,154.06,113.41,,0.59,1.44,2.44,16.38,58.99,4.13,111.69,0.0,5.89,55.53,0,VALID,8.0
2603,2.09,7.02,2.34,0.01,0.11,0.86,408.05,19.49,128.42,159.39,0.65,2.18,3.36,29.71,70.21,20.9,0.73,22.03,30.87,81.58,2.02,7.12,2.35,0.0,0.1,0.84,424.26,22.96,148.82,169.36,0.68,2.41,3.53,28.31,71.7,14.6,0.74,22.55,30.64,108.48,0.95,3.49,1.1,0.01,0.11,0.79,424.06,24.35,156.73,165.68,0.7,2.59,3.69,29.61,70.11,13.08,0.68,22.89,23.83,78.32,0,VALID,8.0
2604,-22.66,211.53,-16.3,0.63,0.74,0.74,262.55,31.28,286.31,,1.11,-10.33,-9.33,59.0,110.71,16.71,-0.65,0.0,58.74,77.65,13.46,169.83,11.44,0.6,0.81,0.81,309.32,60.78,281.54,,0.92,11.62,12.62,41.37,92.08,23.43,0.33,0.0,23.72,52.37,4.42,35.38,2.72,0.64,0.96,0.96,224.12,62.05,193.97,,0.87,7.0,8.0,30.75,87.49,15.02,0.79,0.0,16.21,59.32,0,VALID,8.0
2605,0.85,1.53,1.07,3.29,6.14,6.39,460.54,91.04,57.2,14.82,0.45,0.8,1.8,30.8,44.52,12.07,4.56,0.0,37.79,80.52,1.16,1.68,1.84,1.71,2.54,2.72,578.61,31.79,168.17,30.75,0.31,0.45,1.45,28.94,31.24,15.82,3.54,0.0,44.16,80.63,3.95,6.34,2.91,1.4,2.21,2.24,267.79,35.12,94.42,3.15,0.38,0.6,1.6,82.98,37.61,18.13,3.2,0.0,50.76,78.19,0,VALID,8.0
2606,4.71,18.53,25.78,0.04,0.22,0.24,1996.72,264.99,1468.68,25.98,0.75,2.93,3.93,4.71,74.58,6.32,0.31,0.0,0.0,0.0,0.13,0.52,2.08,0.01,0.23,0.28,5990.38,995.16,4473.59,221.95,0.76,3.08,4.08,0.13,75.51,0.17,0.31,0.0,0.0,0.0,0.65,2.45,2.24,0.01,0.12,0.23,1257.1,94.81,914.31,103.61,0.74,2.78,3.78,0.96,73.54,0.88,0.32,0.0,0.79,-26.38,0,VALID,8.0
2607,2.28,14.06,2.4,0.41,1.26,3.26,383.62,75.45,40.62,177.68,0.84,5.15,6.15,37.33,83.75,7.41,3.23,20.07,36.83,79.66,0.96,5.28,0.95,0.16,1.12,2.98,362.01,71.96,20.57,140.11,0.82,4.52,5.52,37.59,81.87,6.96,2.1,20.03,36.43,83.66,2.61,14.83,2.34,0.03,1.07,2.21,327.17,80.97,36.6,90.04,0.82,4.67,5.69,35.4,82.41,13.34,1.62,14.36,29.47,69.4,0,VALID,8.0
2608,3.15,17.81,3.43,0.09,0.81,0.83,397.95,150.92,210.83,3.92,0.82,4.66,5.66,12.98,82.32,18.51,0.89,0.0,10.72,35.43,3.46,21.59,,0.12,0.93,0.93,325.27,139.45,198.62,,83.99,524.76,6.25,11.53,83.99,17.54,0.97,0.0,5.26,21.07,22.66,68.41,,0.24,1.45,1.46,259.68,167.91,141.26,1.21,66.88,201.93,3.02,29.28,66.88,46.0,2.15,0.0,3.43,11.71,0,VALID,8.0
2609,1.65,3.31,0.99,0.09,0.63,1.52,219.5,35.06,53.48,64.4,0.46,0.93,2.01,21.8,50.15,24.96,1.26,8.25,12.11,73.16,1.45,3.21,0.84,0.06,0.6,1.31,211.27,49.04,67.1,69.96,0.52,1.15,2.21,19.67,54.77,13.22,1.29,13.92,10.57,74.85,0.5,0.96,0.27,0.1,0.76,1.56,200.61,51.48,66.15,64.79,0.46,0.9,1.94,19.22,46.45,10.11,1.57,7.39,7.4,57.13,0,VALID,8.0
2610,0.08,0.2,0.07,0.28,0.64,1.17,335.32,70.56,196.85,107.07,0.61,1.59,2.6,20.65,61.5,20.03,1.3,0.0,18.9,137.28,0.05,0.18,0.07,0.23,0.47,1.06,491.96,82.57,343.75,202.4,0.72,2.57,3.58,14.68,72.04,13.15,1.13,0.0,19.77,141.84,-1.89,-6.6,-1.69,0.52,0.65,1.06,326.1,29.23,221.54,89.18,0.71,2.49,3.5,16.79,71.22,13.31,1.1,0.0,11.99,142.71,0,VALID,8.0
2611,7.36,18.84,53.13,0.01,0.59,1.48,2636.02,930.25,1551.01,1424.37,0.61,1.56,2.56,9.89,60.95,13.87,4.04,1.24,18.27,50.58,-3.23,-7.7,-11.33,0.03,0.14,1.16,1275.95,80.41,704.63,730.32,0.56,1.33,2.38,-0.3,58.02,4.07,1.2,0.0,10.28,-43.28,-2.66,-7.26,-5.9,0.03,0.31,0.74,808.27,131.56,477.95,206.18,0.63,1.73,2.73,0.05,63.4,2.0,0.72,3.46,6.0,222.12,0,VALID,8.0
2612,13.77,29.01,6.12,0.51,1.07,1.07,87.94,47.7,83.98,,0.53,1.11,2.11,14.98,52.53,29.15,1.13,0.0,0.54,5.48,-8.75,-60.69,-4.2,0.36,0.77,0.98,174.79,60.85,147.74,31.17,0.86,5.93,6.93,30.23,85.58,-4.03,0.96,0.0,18.72,101.64,-153.1,113.64,-44.13,0.2,0.38,0.39,104.91,42.27,242.98,3.74,2.35,-1.74,-0.74,-54.96,234.72,-61.91,-16.18,0.0,28.29,-447.48,0,VALID,8.0
2613,3.08,4.02,17.84,0.28,0.48,0.48,2115.1,86.14,21.11,,0.21,0.28,1.3,7.57,23.34,23.57,0.86,19.24,26.04,48.02,3.56,4.49,20.09,0.47,0.65,0.65,2051.12,66.05,28.48,,0.19,0.24,1.26,7.09,20.64,29.39,0.91,16.21,19.86,34.47,1.2,1.45,,0.78,1.0,1.0,2089.48,66.13,15.51,,0.16,0.19,1.21,4.44,15.63,45.95,0.98,13.58,13.58,21.64,0,VALID,8.0
2614,16.59,-130.08,3.92,-0.24,-0.18,-0.18,86.29,3.28,51.62,,1.13,-8.83,-7.84,36.64,112.76,55.53,0.35,0.0,4.74,18.71,4.25,-211.69,2.57,0.25,0.71,0.71,220.25,87.91,193.16,,1.02,-50.79,-49.79,4.66,102.01,27.93,0.3,0.0,0.25,1.27,4.31,7.68,0.73,-1.29,1.32,1.32,61.81,69.26,26.62,,0.44,0.78,1.78,12.14,43.86,164.01,1.32,0.0,1.33,7.88,0,VALID,8.0
2615,-9.53,-43.97,-7.65,0.01,0.05,0.59,292.99,6.33,137.59,89.89,0.78,3.61,4.61,5.25,78.33,3.39,0.66,9.56,11.87,90.43,9.49,27.87,6.77,0.01,0.13,0.53,259.78,13.53,86.54,48.33,0.66,1.94,2.94,27.59,65.95,37.54,0.71,12.08,12.92,46.99,0.56,1.78,0.6,0.09,0.21,0.61,387.92,21.34,137.82,73.94,0.68,2.16,3.16,20.56,68.31,23.76,0.74,17.19,15.35,64.71,0,VALID,8.0
2616,17.15,20.94,20.51,3.78,5.04,5.04,436.53,97.94,77.87,,0.18,0.22,1.22,17.15,18.09,94.84,9.23,0.0,0.0,0.0,8.51,17.72,16.79,0.35,1.55,1.55,718.56,440.8,369.51,,0.52,1.08,2.08,8.51,51.99,16.36,2.45,0.0,0.0,0.0,16.16,17.28,18.13,4.81,9.81,9.81,408.31,130.69,26.15,,0.06,0.07,1.07,16.16,6.48,249.6,2.56,0.0,0.0,0.0,0,VALID,8.0
2617,6.08,9.17,2.74,0.55,0.9,1.5,164.38,18.1,52.14,31.81,0.34,0.51,1.51,10.56,33.71,45.94,1.31,1.48,2.02,21.64,-6.77,-109.7,-1240.59,0.0,0.04,1.11,66739.09,2021.1,49524.1,54361.25,0.94,15.21,16.21,-4.18,93.83,-5.23,1.54,18.78,473.85,-453.03,7.29,55.56,2.9,0.27,0.28,1.4,144.87,0.91,70.94,79.4,0.81,6.18,7.63,10.4,80.99,11.21,19.65,31.28,0.92,12.81,0,VALID,8.0
2618,-4.39,-6.11,-7.45,0.09,0.71,1.78,620.18,76.87,73.35,139.36,0.28,0.39,1.39,14.92,28.17,18.73,1.25,14.55,32.81,103.85,1.47,1.9,1.99,0.42,2.54,6.82,494.43,61.22,28.81,125.14,0.23,0.3,1.3,23.07,22.86,56.48,1.56,14.45,29.34,66.94,0.09,0.12,0.14,0.55,1.8,4.91,545.53,63.24,50.42,156.76,0.25,0.34,1.34,21.2,25.45,42.03,1.66,13.51,22.64,55.36,0,VALID,8.0
2619,40.0,70.85,25.69,0.32,1.31,1.57,234.42,99.24,100.49,26.92,0.44,0.77,1.77,47.66,43.55,98.84,4.84,0.0,4.92,16.04,34.4,65.89,21.7,0.7,1.55,1.87,229.6,92.6,108.3,34.91,0.48,0.92,1.92,41.06,47.79,77.53,4.94,0.0,4.2,11.99,26.18,64.64,24.52,1.02,1.23,1.35,340.93,43.67,200.63,22.6,0.59,1.47,2.47,34.13,59.5,49.06,2.04,0.0,7.44,22.56,0,VALID,8.0
2620,2.33,77.9,15.35,0.0,1.49,1.53,2402.34,845.45,426.71,25.97,0.44,14.76,33.4,4.18,97.01,19.88,0.38,21.59,12.19,127.17,1.6,34.52,15.24,0.0,1.16,1.26,3458.53,1022.73,806.85,84.49,0.42,9.09,21.52,2.54,95.35,12.51,0.32,18.49,8.92,61.62,1.64,24.87,16.82,0.01,0.26,0.38,3743.1,243.52,871.76,137.84,0.41,6.18,15.2,2.91,40.66,14.2,0.19,7.48,9.6,-14.24,0,VALID,8.0
2621,1.01,83.88,6.32,0.03,1.29,1.29,2289.65,357.26,285.21,0.0,0.99,82.2,83.2,1.01,98.8,12.91,1.04,0.0,0.0,0.0,0.42,22.96,2.63,6.41,13.01,13.01,2254.58,109.11,16.53,0.0,0.98,53.09,54.09,0.42,98.15,9.45,1.1,0.0,0.0,0.0,0.19,9.51,1.26,0.14,1.64,1.64,2441.3,492.6,18.48,0.0,0.98,49.69,50.72,0.19,97.97,8.49,1.11,85.93,0.0,0.0,0,VALID,8.0
2622,1.22,2.61,1.75,1.85,1.89,1.89,524.79,9.47,273.34,,0.53,1.14,2.14,44.0,53.19,2.29,,0.0,61.5,89.11,7.62,13.38,8.08,2.32,2.35,2.35,385.98,3.74,162.12,,0.43,0.75,1.75,52.43,43.02,17.72,,0.0,47.52,80.13,23.42,27.65,21.4,6.82,6.9,6.9,332.53,3.46,47.69,,0.15,0.18,1.18,74.21,15.29,153.18,,0.0,46.39,60.85,0,VALID,8.0
2623,0.23,6.04,0.11,0.58,0.97,1.17,173.03,47.8,118.78,25.01,0.96,25.27,26.27,4.16,96.19,11.27,1.82,24.43,1.86,20.92,0.08,2.13,0.05,0.82,1.47,1.57,205.19,75.05,101.05,12.07,0.96,25.15,26.15,4.75,96.18,10.05,4.18,46.2,2.63,23.45,2.87,43.94,,1.18,1.48,1.49,204.14,36.76,110.26,1.2,0.93,14.33,15.33,7.68,93.48,6.83,4.45,38.66,1.99,20.54,0,VALID,8.0
2624,-19.49,-24.75,-105.81,1.39,1.63,2.88,1981.53,62.71,112.62,329.06,0.19,0.24,1.27,20.29,21.25,11.01,1.35,9.89,215.97,-396.02,-24.04,-32.85,-94.46,0.67,0.83,1.74,1430.49,45.98,284.76,261.88,0.24,0.32,1.37,31.8,26.83,-30.35,1.17,0.0,219.44,-483.68,-18.14,-31.78,-74.26,0.04,0.64,1.26,1490.06,55.58,151.69,329.87,0.4,0.7,1.75,41.8,40.04,-2.88,1.09,25.58,172.49,-648.4,0,VALID,8.0
2625,2.37,3.36,2.72,1.09,1.12,1.59,419.16,3.79,52.66,59.56,0.3,0.42,1.42,9.06,29.53,47.53,1.36,17.09,7.68,66.44,6.9,10.51,7.77,1.16,1.17,1.4,409.88,0.69,37.71,33.12,0.34,0.52,1.52,12.8,34.38,52.66,1.28,24.92,6.65,40.83,1.93,3.28,2.84,0.04,0.12,0.27,537.27,18.35,91.18,31.27,0.41,0.7,1.7,7.17,41.25,32.02,0.66,23.95,5.4,38.88,0,VALID,8.0
2626,2.25,2.6,26.07,0.84,2.55,4.66,4228.91,551.16,83.5,689.7,0.08,0.1,1.16,14.99,13.48,157.36,1.37,5.73,147.56,-81.27,8.23,9.14,71.99,0.29,3.37,7.09,3182.58,425.63,138.17,520.6,0.05,0.06,1.11,16.96,9.88,417.15,1.32,0.0,76.32,-100.68,3.47,4.96,57.09,0.09,1.44,1.85,5985.01,2068.54,141.54,640.9,0.27,0.38,1.43,11.9,26.72,57.88,1.36,23.58,98.18,-66.5,0,VALID,8.0
2627,0.47,0.59,1.44,3.33,6.72,8.2,1110.41,111.66,32.87,49.09,0.12,0.15,1.23,9.51,18.86,123.32,1.19,0.0,27.47,190.44,0.06,0.09,0.21,0.36,2.49,2.85,1216.81,351.51,102.14,58.97,0.21,0.3,1.42,10.04,29.54,57.07,1.28,5.22,33.35,147.77,1.59,2.07,6.13,1.67,3.86,4.56,1408.0,207.55,94.77,66.66,0.15,0.2,1.31,12.24,15.18,75.1,1.22,0.0,29.88,256.74,0,VALID,8.0
2628,1.71,3.35,4.09,0.02,0.17,0.88,872.81,22.09,44.72,108.28,0.48,0.95,1.96,12.67,48.99,10.39,0.98,18.95,26.2,94.61,1.72,3.54,4.63,0.02,0.18,1.32,979.33,24.48,51.7,183.91,0.51,1.05,2.05,11.98,50.95,9.69,1.07,16.05,20.34,63.78,2.09,4.0,5.23,0.02,0.2,1.09,912.76,29.37,62.66,147.77,0.47,0.91,1.92,13.69,47.48,13.79,1.03,16.79,21.43,62.72,0,VALID,8.0
2629,2.09,2.33,18.97,8.65,9.71,9.71,3318.79,360.0,336.96,0.0,0.1,0.11,1.11,2.09,10.29,20.27,,0.0,0.0,0.0,1.38,1.81,,3.5,4.21,4.21,2175.83,360.0,511.62,,0.24,0.31,1.31,1.38,23.77,5.82,,0.0,0.0,0.0,13.86,19.88,,2.08,3.31,3.31,984.93,360.0,294.7,,0.3,0.43,1.43,13.86,30.25,45.82,,0.0,0.0,0.0,0,VALID,8.0
2630,1.72,4.12,1.53,0.01,0.19,1.19,325.41,10.62,49.2,59.49,0.22,0.53,2.4,6.42,58.26,47.55,0.59,3.02,4.2,72.66,1.73,3.87,1.52,0.16,0.57,1.42,321.03,24.8,59.8,51.58,0.23,0.51,2.24,6.62,55.39,48.87,0.67,0.0,4.31,90.0,0.72,1.76,0.65,0.09,0.78,1.2,329.53,39.15,37.74,23.95,0.24,0.59,2.44,5.52,24.03,40.76,0.6,8.72,3.02,50.51,0,VALID,8.0
2631,1.47,1.49,3.6,11.59,43.22,43.22,348.48,474.36,15.0,,0.02,0.02,1.02,1.47,1.7,127.79,3.69,0.0,0.0,0.0,0.12,0.17,0.23,0.04,0.92,0.92,665.86,169.78,23.99,,0.29,0.42,1.42,2.69,29.46,19.48,1.49,25.82,4.69,24.44,0.58,0.69,,-0.13,2.27,2.27,498.43,196.78,13.85,,0.17,0.2,1.2,2.25,16.6,121.61,1.51,13.79,1.65,4.38,0,VALID,8.0
2632,-18.16,-1256.49,-117.88,0.53,0.8,1.02,2369.05,59.04,221.23,48.73,0.99,68.17,69.19,-8.62,98.55,-12.14,1.01,0.0,61.95,-2641.93,-9.48,115.31,-65.63,0.13,0.17,0.2,2521.3,32.43,814.25,24.23,1.08,-13.14,-12.17,-4.39,108.22,-4.02,0.72,0.0,35.21,344.59,-4.61,32.53,-106.55,0.22,0.3,0.33,8420.26,199.78,2425.94,75.99,1.14,-8.03,-7.06,-2.03,113.75,-0.98,0.78,0.0,34.4,1249.49,0,VALID,8.0
