Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,IS_BANKRUPT,TYPE,RUN
1538,2.1,23.8,1.08,0.93,0.96,0.96,187.52,3.74,169.12,,0.91,10.35,11.35,2.1,91.19,13.03,0.69,0.0,0.0,0.0,7.12,36.31,1.11,0.55,1.2,1.2,56.88,29.61,45.1,,0.8,4.1,5.1,7.12,80.4,22.21,6.08,0.0,0.0,0.0,3.05,18.04,0.89,0.81,1.11,1.11,106.22,26.86,61.5,,0.83,4.91,5.91,3.05,83.09,3.67,2.3,24.55,0.0,0.0,0,TRAIN,0.0
1539,2.79,8.74,12.39,0.03,0.94,1.41,1619.14,350.94,133.0,181.26,0.43,1.36,3.14,7.14,68.14,21.57,0.77,24.82,19.36,95.34,4.94,14.93,19.25,0.02,0.31,0.62,1423.19,114.11,109.08,125.16,0.47,1.41,3.03,10.26,66.94,22.76,0.58,24.02,20.75,57.93,0.41,1.12,2.03,0.01,0.11,0.48,1800.88,44.79,188.34,176.03,0.44,1.19,2.73,6.15,63.35,17.59,0.59,17.79,28.38,143.8,0,TRAIN,0.0
1540,1.14,3.86,2.45,0.0,0.86,1.14,778.03,239.4,277.52,79.08,0.59,2.0,3.37,7.1,70.34,18.66,0.84,0.56,12.74,68.52,0.04,0.14,0.1,0.24,0.85,1.03,913.67,197.94,323.33,58.68,0.57,1.98,3.48,5.95,71.26,16.67,0.76,0.36,14.8,113.99,0.12,0.45,0.27,0.0,0.61,0.71,816.4,216.94,356.0,35.31,0.61,2.24,3.68,5.91,72.83,14.55,0.52,0.17,12.99,86.53,0,TRAIN,0.0
1541,4.26,11.35,10.86,0.04,0.27,1.08,928.65,40.97,134.0,149.69,0.56,1.48,2.67,16.99,62.51,40.04,0.93,14.49,32.49,154.4,4.76,10.28,8.67,0.07,0.17,1.05,664.43,14.52,106.44,127.03,0.49,1.05,2.16,19.33,53.68,49.51,0.95,11.32,26.51,72.62,0.4,0.9,0.9,0.03,0.09,1.07,812.28,13.13,161.85,202.07,0.52,1.16,2.25,14.76,55.47,34.87,0.97,10.49,32.04,92.59,0,TRAIN,0.0
1542,-97.05,84.7,-32.59,0.4,0.4,0.4,122.24,0.3,259.42,,2.15,-1.87,-0.87,-97.05,214.57,-40.19,-8.48,0.0,0.0,0.0,63.97,3136.97,18.43,0.75,0.76,0.76,105.17,0.3,101.61,,0.98,48.04,49.04,63.97,97.96,77.02,0.08,0.0,0.0,0.0,16.12,92.13,10.38,0.17,0.37,0.8,234.27,35.02,176.68,76.92,0.83,4.71,5.71,16.12,82.5,34.15,0.61,0.0,0.0,0.0,0,TRAIN,0.0
1543,-14.89,118.86,-9.22,0.27,0.72,0.72,225.24,98.11,215.09,0.21,1.13,-8.98,-7.98,-9.13,112.53,-3.02,0.11,0.0,3.57,-114.99,-17.46,-25.74,-8.87,2.92,3.48,3.5,185.35,12.85,22.87,0.37,0.32,0.47,1.47,0.86,32.16,34.98,1.61,0.0,9.3,53.46,-5.8,-10.58,-1.74,0.72,1.97,1.97,109.25,48.16,10.16,0.23,0.45,0.82,1.82,2.26,45.12,45.98,2.26,26.44,2.42,18.76,0,TRAIN,0.0
1544,43.41,46.59,21.7,2.95,13.23,13.01,181.93,94.23,8.79,-2.54,0.07,0.07,1.07,56.42,6.84,735.59,5.51,1.46,6.5,17.66,5.82,6.94,3.68,2.21,5.56,5.59,230.75,100.42,35.66,1.02,0.16,0.19,1.19,18.32,16.18,65.61,7.61,0.18,7.91,53.82,24.47,38.29,14.92,1.56,2.68,2.69,221.87,75.6,73.23,0.82,0.36,0.56,1.56,36.53,36.09,74.5,7.13,0.0,7.35,28.37,0,TRAIN,0.0
1545,51.79,54.79,85.71,0.47,13.72,13.72,536.21,432.22,32.6,,0.05,0.06,1.06,51.79,5.47,1099.14,3.8,0.0,0.0,0.0,48.71,60.14,37.82,4.01,5.1,5.16,283.41,57.7,53.16,3.35,0.19,0.23,1.23,48.71,19.02,261.24,42.1,0.0,0.0,0.0,20.85,83.18,40.08,0.62,0.81,1.22,699.82,101.51,516.85,211.43,0.75,2.99,3.99,51.84,74.94,46.53,2.77,0.0,59.58,206.22,0,TRAIN,0.0
1546,1.0,1.69,5.54,0.0,0.64,1.35,2008.47,309.45,343.48,351.13,0.27,0.46,1.68,3.17,40.56,13.89,0.92,7.16,11.96,-503.55,-0.3,-0.51,-1.24,0.0,0.16,1.18,1523.5,62.35,286.6,407.94,0.3,0.51,1.71,1.66,41.48,11.64,0.89,7.23,8.16,-188.56,-0.11,-0.15,-0.2,0.0,0.43,1.49,664.56,53.63,61.58,133.73,0.23,0.32,1.41,2.89,29.32,16.3,1.03,9.68,5.47,102.77,0,TRAIN,0.0
1547,-30.78,138.06,-156.75,0.01,0.1,0.1,1853.74,212.27,2241.88,,1.22,-5.49,-4.49,-27.83,122.29,-0.47,-0.26,0.0,15.05,54.79,6.86,-64.06,3.5,0.32,0.41,0.49,186.31,18.26,203.43,17.21,1.11,-10.33,-9.33,14.05,110.72,27.97,-0.24,0.0,3.67,18.38,18.68,172.03,15.29,0.19,0.9,0.95,297.99,184.65,261.77,14.62,0.89,8.21,9.21,24.11,89.14,40.69,0.75,0.0,4.45,12.0,0,TRAIN,0.0
1548,9.27,38.15,5.58,0.6,0.97,1.16,218.98,35.42,94.26,18.32,0.69,2.84,4.12,22.33,75.7,20.54,0.87,0.0,7.86,33.99,-22.72,240.97,-12.02,0.01,0.82,0.83,193.02,142.49,150.32,1.78,1.06,-11.28,-10.6,-11.3,109.43,-18.25,-0.11,12.72,6.04,-6373.76,4.19,19.75,2.72,0.8,2.59,2.69,236.44,115.36,64.28,6.28,0.76,3.57,4.71,23.08,78.77,11.14,2.3,0.0,12.27,56.92,0,TRAIN,0.0
1549,3.77,4.26,2.44,1.97,6.44,6.7,235.07,105.44,23.6,6.22,0.11,0.13,1.13,30.48,11.47,57.61,2.8,0.0,17.25,69.08,10.19,11.21,9.22,6.79,8.37,8.41,330.16,42.18,26.75,1.27,0.09,0.1,1.1,35.64,9.05,137.97,2.98,0.0,23.02,60.07,1.32,1.4,2.13,6.71,13.61,14.88,588.35,202.88,29.41,37.67,0.06,0.07,1.07,26.69,6.17,58.27,3.84,0.0,41.0,82.18,0,TRAIN,0.0
1550,7.52,17.35,8.24,0.0,0.69,0.79,398.87,134.51,154.84,22.85,0.57,1.31,2.31,21.23,56.66,20.11,0.8,13.67,15.03,60.55,1.28,3.29,1.65,0.0,0.8,0.92,473.17,158.91,150.04,24.76,0.61,1.58,2.58,9.72,61.21,8.88,0.93,16.76,10.95,53.33,-0.59,-1.27,-0.89,0.0,0.86,0.96,547.73,147.44,113.47,17.97,0.53,1.14,2.14,9.92,53.34,6.05,0.97,16.91,15.82,73.58,0,TRAIN,0.0
1551,-2.11,-3.07,-1.41,0.44,0.61,0.61,244.5,13.2,75.11,0.0,0.31,0.46,1.46,14.22,31.38,121.05,0.85,0.0,10.97,24.46,-5.27,-10.69,-2.4,0.2,0.68,0.68,166.35,39.24,82.88,,0.51,1.03,2.03,17.35,50.69,67.56,0.76,0.0,10.31,38.34,-39.88,-299.37,-20.1,0.66,0.81,0.81,183.42,23.5,91.31,,0.87,6.51,7.51,-1.08,86.68,2.35,0.46,36.23,19.55,327.55,0,TRAIN,0.0
1552,8.53,10.71,8.61,2.26,3.13,5.45,367.52,35.43,40.84,95.82,0.15,0.19,1.26,17.66,20.39,168.72,2.18,1.4,9.22,39.19,9.73,11.38,8.65,2.14,2.42,6.12,324.37,8.92,31.17,116.77,0.11,0.13,1.17,21.37,14.45,244.24,2.18,0.0,10.34,50.34,5.15,6.2,4.94,2.35,3.34,6.6,348.87,32.34,32.66,108.05,0.16,0.19,1.2,15.5,16.89,142.03,2.43,2.08,9.92,62.28,0,TRAIN,0.0
1553,10.87,45.44,22.4,0.05,0.85,1.15,750.3,248.02,115.81,90.93,0.61,2.55,4.18,19.06,76.09,56.82,0.83,25.77,16.9,90.9,13.56,37.86,22.45,0.02,0.24,0.61,604.43,47.49,215.88,84.65,0.53,1.49,2.79,24.3,64.19,64.61,0.67,0.9,17.8,147.68,-6.5,-19.32,-16.91,0.05,0.1,0.56,946.88,20.22,420.98,196.32,0.55,1.64,2.97,4.86,66.35,29.74,0.57,0.0,29.54,-511.6,0,TRAIN,0.0
1554,4.13,7654.55,2.69,1.0,2.09,12.26,237.18,17.36,15.93,164.31,1.0,1853.09,1854.09,56.19,99.95,4.13,5.57,0.0,33.92,-21.8,0.55,94.58,0.31,1.57,1.57,2.31,207.32,0.0,80.0,59.31,0.99,170.56,171.56,32.51,99.42,0.55,6.22,0.0,18.15,-20.9,-0.38,-147.56,-0.3,0.46,0.6,0.8,282.53,24.14,173.2,35.12,99.74,38570.73,386.71,36.72,99.74,-0.38,0.76,0.0,28.8,-21.1,0,TRAIN,0.0
1555,8.89,-35.14,3.7,0.15,0.79,0.79,151.52,39.05,166.28,0.06,1.25,-4.95,-3.95,76.43,125.3,10.8,-1.1,0.0,28.11,75.05,5.01,-29.81,3.48,0.22,0.8,0.8,253.92,3.11,148.48,0.04,1.17,-6.95,-5.95,61.04,116.81,13.02,0.4,26.64,38.98,77.09,43.62,181.83,21.05,1.05,1.59,1.59,175.69,45.11,83.01,0.06,0.76,3.17,4.17,98.11,76.01,73.59,2.07,0.0,26.3,80.46,0,TRAIN,0.0
1556,-3.28,-4.73,-9.12,0.05,0.73,1.3,1012.18,324.93,39.39,274.6,0.31,0.44,1.44,-0.36,30.67,43.5,1.83,43.91,8.13,-17.5,-7.95,-18.93,-10.25,0.01,0.12,0.54,470.65,78.76,662.35,294.47,0.57,1.37,2.38,-5.78,58.01,3.41,2.18,5.91,2.79,-20.15,0.43,0.85,0.53,0.1,3.35,5.08,452.42,239.89,54.44,128.78,0.5,0.99,1.99,3.24,49.62,14.76,3.07,4.29,3.49,-23.39,0,TRAIN,0.0
1557,12.06,20.01,28.16,0.45,0.77,0.77,850.16,105.38,329.15,,0.4,0.66,1.66,20.33,39.76,37.0,0.88,0.0,19.33,94.01,0.69,1.11,2.32,0.23,0.38,0.38,1233.71,67.45,452.73,,0.38,0.62,1.62,8.95,38.26,11.34,0.73,0.0,27.93,62.26,0.06,0.1,0.3,0.06,0.33,0.33,1889.74,196.28,734.31,,0.43,0.75,1.75,5.51,42.97,12.16,0.7,2.78,28.28,43.44,0,TRAIN,0.0
1558,16.2,36.72,4.3,0.07,1.73,1.76,96.54,84.79,51.04,1.53,0.55,1.25,2.27,93.42,55.87,45.38,8.0,0.0,20.48,62.15,-11.77,-71.05,-5.98,0.81,1.1,1.11,185.38,43.97,148.57,1.4,0.83,4.99,6.04,31.51,83.44,-10.68,1.87,0.0,21.98,112.67,,33.02,2.53,0.67,1.11,1.15,,52.51,118.72,4.84,,4.36,0.0,,,7.58,,,8.62,69.42,0,TRAIN,0.0
1559,32.39,119.39,16.02,0.56,0.85,0.85,180.01,38.04,129.73,,0.73,2.69,3.69,32.39,72.87,68.61,0.72,0.0,0.0,0.0,-21.63,-238.63,-22.37,0.33,0.49,0.49,377.53,56.04,338.61,,0.91,10.03,11.03,-21.63,90.94,6.43,0.16,0.0,0.0,0.0,-10.87,194.92,-12.1,0.5,0.9,0.9,405.14,81.05,202.06,,1.06,-18.93,-17.93,-10.63,105.58,15.56,0.91,0.0,0.27,1.36,0,TRAIN,0.0
1560,2.12,14.8,1.01,0.0,1.17,1.17,173.6,171.35,147.06,,0.86,5.97,6.97,2.12,85.65,2.48,,0.0,0.0,0.0,2.84,23.8,1.16,0.02,1.12,1.13,149.02,116.4,105.89,2.0,0.88,7.37,8.37,2.84,88.05,5.3,1.53,0.0,0.0,0.0,2.07,18.6,1.1,0.04,0.95,0.96,193.54,142.54,156.27,0.82,0.89,8.0,9.0,2.13,88.89,8.15,0.84,0.0,0.03,0.49,0,TRAIN,0.0
1561,-31.01,190.59,-14.11,1.55,1.55,1.55,165.61,0.0,59.86,0.0,1.16,-7.15,-6.15,93.33,116.27,-26.67,1.45,23.68,56.57,138.82,-23.66,1347.48,-14.88,0.76,2.42,2.42,229.59,63.23,38.19,,1.02,-57.96,-56.96,68.23,101.76,-8.64,1.38,21.36,57.8,102.61,2.1,24.63,2.02,0.15,0.75,0.83,349.84,177.9,296.5,24.29,0.91,10.72,11.72,56.33,91.47,2.3,0.5,5.29,52.12,100.61,0,TRAIN,0.0
1562,0.48,0.76,4.68,0.02,0.29,2.01,3577.01,73.77,47.33,490.49,0.37,0.6,1.61,7.16,37.77,14.74,1.07,17.05,65.72,-234.38,-4.34,-7.24,-46.38,0.01,0.06,1.07,3900.23,30.25,520.72,552.5,0.39,0.66,1.67,2.89,40.07,-0.38,1.0,8.01,77.27,-116.35,-2.62,-4.53,-25.11,0.01,0.13,0.91,3483.14,66.81,561.86,443.53,0.42,0.72,1.72,4.13,42.01,2.66,0.97,7.62,64.62,-128.75,0,TRAIN,0.0
1563,12.4,34.26,14.99,0.62,0.66,0.66,440.06,12.12,277.67,,0.64,1.76,2.76,12.4,63.8,49.62,0.63,0.0,0.0,0.0,11.96,21.11,15.28,1.06,1.21,1.21,466.5,29.38,199.48,,0.43,0.77,1.77,11.96,43.36,82.41,1.19,0.0,0.0,0.0,2.95,18.61,1.53,0.16,1.09,1.09,188.85,144.6,156.13,0.2,0.84,5.28,6.31,2.95,84.16,9.4,1.74,0.0,0.0,0.0,0,TRAIN,0.0
1564,0.35,3.38,0.14,0.12,0.49,0.72,142.08,33.73,74.45,21.87,0.9,8.67,9.67,53.13,89.66,2.09,0.83,44.45,20.6,93.44,-33.07,-253.71,-21.18,0.03,0.21,0.64,233.81,22.22,57.82,53.73,0.87,6.67,7.67,13.99,86.97,-35.56,0.71,60.03,30.14,221.37,5.1,30.59,2.46,0.01,0.48,0.79,175.9,49.03,70.35,32.25,0.83,5.0,6.0,44.69,83.34,12.57,0.76,41.23,19.14,73.1,0,TRAIN,0.0
1565,3.77,4.74,9.07,1.95,3.89,5.71,876.27,131.52,67.74,125.15,0.18,0.22,1.26,17.83,20.52,79.86,1.87,0.0,33.85,64.69,-11.59,-29.94,-16.99,0.93,1.23,2.58,534.85,31.59,104.71,142.92,0.45,1.17,2.58,22.23,61.27,9.88,1.3,20.42,49.56,264.01,-16.57,-55.17,-23.29,0.71,1.09,2.43,511.46,40.55,106.43,145.06,0.54,1.8,3.33,23.97,69.96,-6.92,1.27,27.76,56.97,-10439.25,0,TRAIN,0.0
1566,2.0,13.0,0.34,0.19,1.32,1.32,62.19,52.75,46.66,,0.85,5.5,6.5,146.73,84.61,2.36,,0.0,24.73,97.51,0.87,10.83,0.42,0.16,1.1,1.1,176.21,149.26,157.48,,0.92,11.39,12.39,68.4,91.93,0.95,,0.0,32.6,97.15,-0.25,-5.39,-0.12,0.39,0.9,0.9,168.74,80.16,155.87,,0.95,20.5,21.5,46.94,95.35,0.83,0.34,0.0,21.88,87.45,0,TRAIN,0.0
1567,-2.6,-3.44,-11.99,0.15,0.57,2.05,1679.64,62.69,137.0,221.79,0.18,0.24,1.32,8.63,24.4,28.17,1.03,1.28,51.79,296.06,-0.97,-1.23,-4.01,0.03,0.52,2.09,1511.71,57.86,109.77,191.61,0.15,0.19,1.27,10.23,21.14,43.1,1.02,0.67,46.37,160.92,-14.27,-18.38,-56.13,0.28,0.61,2.06,1431.41,47.65,112.1,214.58,0.16,0.21,1.29,0.23,22.33,-38.35,1.04,2.36,57.03,485.22,0,TRAIN,0.0
1568,-13.75,-805.17,-11.99,0.15,0.31,0.31,317.26,1.18,303.51,,0.98,57.54,58.54,2.03,98.29,0.04,0.03,0.0,13.76,77.64,-24.45,106.7,-30.35,0.12,0.15,0.15,453.06,1.54,401.02,,1.23,-5.36,-4.36,-9.9,122.92,-2.92,0.1,0.0,18.07,64.98,-2.6,10.46,-2.63,0.11,0.35,0.35,367.89,1.25,370.05,,1.25,-5.02,-4.02,12.11,124.87,13.28,-0.05,0.0,14.86,36.18,0,TRAIN,0.0
1569,3.14,6.0,1.68,1.02,1.54,2.16,195.03,40.13,77.12,48.82,0.48,0.91,1.91,20.67,47.63,31.97,4.83,0.0,9.39,53.01,2.28,3.91,1.29,1.14,1.93,2.66,206.63,56.28,71.46,53.37,0.42,0.72,1.72,16.74,41.8,24.37,12.72,0.0,8.19,51.48,4.94,7.91,2.13,1.41,2.22,3.15,157.31,34.93,43.0,40.49,0.37,0.6,1.6,17.99,37.56,26.48,6.43,0.0,5.64,47.74,0,TRAIN,0.0
1570,0.23,0.83,0.11,0.38,0.6,0.6,178.01,26.48,35.27,,0.72,2.54,3.54,91.66,71.78,13.02,0.52,46.97,44.71,82.62,-22.36,-789.5,-10.19,0.03,0.56,0.56,166.43,81.39,104.4,,0.97,34.31,35.31,41.05,97.17,-17.92,0.1,28.85,28.91,127.36,1.42,29.3,0.6,0.01,0.51,0.51,153.77,68.07,50.03,,0.95,19.59,20.59,61.74,95.14,5.23,0.14,57.38,25.48,79.73,0,TRAIN,0.0
1571,2.21,21.48,1.58,0.46,1.02,1.02,260.69,108.81,192.84,0.0,0.9,8.73,9.73,23.8,89.73,20.17,1.14,0.0,15.46,52.13,5.65,32.97,4.15,0.58,0.81,0.81,267.89,44.04,197.66,,0.83,4.83,5.83,34.28,82.85,25.82,0.65,0.0,21.01,72.13,0.24,1.65,0.27,0.45,0.72,0.72,419.13,95.79,352.35,,0.86,5.98,6.98,26.03,85.68,17.83,0.39,0.0,29.71,56.74,0,TRAIN,0.0
1572,0.83,18.69,2.9,0.53,0.8,0.8,1271.37,75.09,285.34,0.4,0.95,21.48,22.5,0.83,95.56,17.81,0.96,3.49,0.0,0.0,-4.79,-950.84,-16.73,0.18,0.34,0.34,1275.99,94.7,562.65,0.42,0.99,197.54,198.65,-4.79,99.5,17.34,0.66,3.21,0.0,0.0,-6.63,104.34,-19.78,0.33,0.65,0.66,1086.7,99.88,310.02,0.19,1.06,-16.74,-15.75,-6.63,106.35,16.46,0.87,5.21,0.0,0.0,0,TRAIN,0.0
1573,5.94,18.89,3.53,0.83,1.44,1.44,216.11,89.63,146.5,,0.69,2.18,3.18,5.94,68.54,8.67,,0.0,0.0,0.0,0.57,1.64,0.34,0.7,1.53,1.53,218.48,117.7,140.62,,0.65,1.88,2.88,0.85,65.26,0.87,,0.0,0.17,11.86,0.13,0.53,0.12,0.86,1.31,1.31,329.95,111.06,247.26,,0.76,3.13,4.13,0.13,75.77,0.17,,0.0,0.0,0.0,0,TRAIN,0.0
1574,-1.02,-1.04,-8.97,143.64,196.69,294.37,3207.98,335.5,6.32,626.25,0.01,0.01,1.02,24.58,2.17,1059.21,2.37,0.0,225.63,-967.34,-6.99,-7.33,-52.75,12.85,16.23,21.14,2754.09,271.16,80.36,400.24,0.03,0.04,1.05,17.12,4.61,89.29,2.55,0.0,181.91,-263.28,-11.17,-11.79,-98.39,23.37,25.06,36.34,3207.41,78.83,46.51,531.86,0.03,0.03,1.06,20.23,5.3,-69.97,2.6,0.0,276.67,-269.67,0,TRAIN,0.0
1575,2.11,11.2,1.1,0.08,1.0,1.01,190.47,104.18,99.97,1.07,0.78,4.14,5.31,21.69,81.18,5.74,0.7,15.36,10.25,66.66,-3.58,-15.29,-2.55,0.12,0.8,0.81,260.42,100.86,111.31,2.2,0.72,3.1,4.28,21.39,76.62,0.18,0.59,22.45,17.81,97.7,-46.31,-735.91,-33.52,0.16,0.76,0.79,263.43,115.73,118.41,4.86,0.85,13.57,15.89,-30.2,93.71,-46.3,0.25,27.88,11.66,-43.93,0,TRAIN,0.0
1576,15.77,47.92,11.11,0.0,1.37,1.38,256.45,167.59,113.38,1.26,0.67,2.04,3.04,23.38,67.1,33.24,1.42,5.12,5.36,19.49,2.33,5.19,1.6,0.03,1.91,1.96,249.78,154.01,67.97,4.78,0.55,1.22,2.22,24.63,55.04,60.11,1.74,6.62,15.26,55.46,0.34,0.89,0.28,0.01,1.2,1.24,299.18,156.4,114.26,5.99,0.62,1.61,2.61,20.25,61.71,21.31,1.22,12.78,16.36,59.75,0,TRAIN,0.0
1577,0.07,0.85,0.09,0.01,1.15,1.59,472.08,159.04,77.1,61.18,0.79,9.83,12.5,9.44,92.0,8.55,1.07,13.19,12.16,80.58,1.4,15.44,1.22,0.01,1.16,1.52,318.62,121.36,72.05,38.99,0.82,9.02,11.01,23.16,90.92,12.33,1.17,10.71,18.99,72.03,0.12,1.2,0.11,0.02,1.0,1.48,340.92,112.67,66.68,55.91,0.82,8.12,9.92,13.3,89.92,9.24,1.16,14.42,12.34,67.15,0,TRAIN,0.0
1578,8.88,25.95,11.7,0.08,0.34,1.47,479.32,35.82,101.47,155.35,0.51,1.48,2.92,32.49,65.76,51.66,0.83,15.16,31.08,77.25,0.45,2.09,1.14,0.03,0.17,0.81,929.92,40.25,212.23,196.51,0.71,3.33,4.67,9.15,78.57,13.1,0.78,42.52,22.16,106.32,0.48,2.51,1.15,0.01,0.16,0.58,868.95,53.09,268.37,152.05,0.75,3.94,5.23,11.13,80.87,9.28,0.65,37.83,25.43,163.53,0,TRAIN,0.0
1579,27.82,1847.86,11.57,0.38,0.92,0.92,151.34,78.3,145.7,,0.97,64.66,66.42,32.39,98.49,31.41,0.15,0.0,1.9,11.91,-21.06,109.37,-21.13,0.06,0.69,0.71,366.15,269.16,371.03,10.57,1.19,-6.19,-5.19,-15.56,119.26,-17.66,-1.26,16.5,5.52,-36.69,22.08,95.7,22.88,0.04,1.19,1.19,377.05,329.51,260.15,,0.77,3.33,4.33,23.99,76.92,28.71,2.75,7.14,1.97,7.74,0,TRAIN,0.0
1580,-0.95,-1.23,-9.36,3.46,5.69,11.74,3575.06,141.06,63.33,388.99,0.06,0.08,1.29,10.69,22.34,100.31,1.04,0.0,114.34,-2312.97,0.11,0.14,0.84,6.99,9.28,14.92,2757.06,104.91,45.75,261.5,0.07,0.09,1.27,11.24,21.35,118.64,1.11,0.0,84.04,2262.9,-4.22,-5.64,-32.41,2.72,3.19,5.96,2795.9,50.96,108.91,305.55,0.12,0.16,1.34,7.8,25.13,33.44,1.08,0.0,92.35,8280.3,0,TRAIN,0.0
1581,72.4,-14.96,3.57,0.06,0.06,0.09,17.95,,102.57,3.25,5.84,-1.21,-0.21,654.42,583.85,17.72,-10.6,0.0,28.71,82.21,58.62,410.86,21.21,0.03,0.43,0.44,132.08,43.9,110.76,1.73,0.86,6.01,7.01,79.09,85.73,76.43,0.24,0.0,7.41,23.02,-3.07,-67.38,-3.11,0.04,0.3,0.31,368.74,69.35,260.42,1.99,0.95,20.95,21.95,7.03,95.44,15.39,0.37,0.0,10.23,34.03,0,TRAIN,0.0
1582,0.71,3.72,2.86,0.1,0.6,0.6,1457.98,557.77,1118.76,,0.81,4.21,5.21,1.24,80.82,1.55,0.36,0.0,2.1,26.22,-0.44,-0.77,-1.41,0.14,1.21,1.21,1164.92,488.98,455.4,,0.43,0.75,1.75,0.39,42.79,-1.03,1.1,0.0,2.64,114.82,-0.29,-0.53,-0.77,0.16,6.41,6.41,979.96,489.38,78.25,,0.46,0.85,1.85,0.34,45.96,1.96,1.91,0.0,1.69,34.58,0,TRAIN,0.0
1583,-9.91,-22.44,-14.84,0.0,0.2,0.96,545.15,51.65,210.69,203.11,0.56,1.26,2.27,15.95,55.86,8.14,0.94,12.15,38.73,345.2,-11.01,-28.8,-13.79,0.0,0.15,0.97,456.99,33.91,202.61,189.52,0.62,1.61,2.61,18.35,61.75,9.04,0.95,5.73,36.77,349.08,-16.99,-64.26,-21.92,0.0,0.13,0.88,469.64,40.02,194.93,229.74,0.74,2.78,3.78,17.68,73.56,1.69,0.8,23.03,44.74,1392.44,0,TRAIN,0.0
1584,-1.61,-342.41,-2.25,0.09,2.75,2.75,509.07,313.71,118.5,0.0,0.99,210.51,212.68,0.17,99.53,-1.6,2.16,0.0,2.49,13.6,-6.91,101.92,-18.79,0.06,3.34,3.34,992.58,594.32,181.44,,1.06,-15.67,-14.75,-5.11,106.78,-6.48,2.12,0.0,4.89,27.35,-1.07,11.37,-2.22,0.02,4.24,4.24,756.43,494.71,117.44,,1.09,-11.57,-10.64,1.24,109.4,-0.98,2.51,28.49,4.81,25.39,0,TRAIN,0.0
1585,20.36,29.97,16.97,2.14,2.51,2.52,303.33,35.09,94.89,0.1,0.32,0.47,1.47,80.65,32.04,93.44,3.57,0.0,50.24,61.16,4.0,5.3,2.64,2.92,3.59,3.59,240.7,39.22,58.2,0.09,0.25,0.33,1.33,73.79,24.54,60.89,6.9,0.0,46.03,80.51,2.16,2.21,0.64,52.68,52.68,52.68,108.12,,2.03,,0.02,0.02,1.02,130.17,1.9,114.04,,0.0,38.02,69.67,0,TRAIN,0.0
1586,-1.64,-22.31,-0.64,0.4,1.05,1.05,142.72,78.07,120.4,,0.93,12.58,13.58,40.58,92.63,2.86,1.07,0.0,16.56,89.27,-0.57,-10.8,-0.23,0.53,1.12,1.12,147.08,73.43,124.33,,0.93,17.76,19.03,40.26,94.74,6.27,2.91,0.0,16.45,80.72,0.85,7.07,,0.48,1.26,1.26,149.5,90.44,103.66,,86.34,715.37,8.29,50.63,86.34,3.12,,8.52,14.94,64.27,0,TRAIN,0.0
1587,0.1,3.09,1.0,0.05,0.64,1.75,3531.81,772.01,1311.55,1479.41,0.94,28.09,29.95,0.1,96.66,12.1,1.74,0.0,0.0,0.0,0.13,3.48,0.62,0.02,0.56,2.01,1766.57,323.52,601.8,889.68,0.93,25.34,27.12,0.13,96.31,14.4,2.06,0.0,0.0,0.0,0.09,3.1,0.22,0.02,0.42,1.0,921.56,160.96,402.81,238.22,0.95,33.49,35.21,35.71,97.16,12.62,0.83,0.0,90.19,-296.71,0,TRAIN,0.0
1588,-2.71,-14.92,-1.63,0.95,0.95,0.96,217.99,0.4,176.36,0.61,0.82,4.5,5.5,-2.71,81.8,8.95,0.87,0.0,0.0,0.0,1.45,10.81,0.99,1.0,1.06,1.07,250.89,14.29,214.32,0.57,0.87,6.47,7.47,1.45,86.61,9.28,1.86,0.0,0.0,0.0,-93.23,138.26,-25.48,0.04,0.11,0.12,99.46,11.9,164.7,1.18,1.67,-2.48,-1.48,-93.23,167.43,-38.8,-0.85,0.0,0.0,0.0,0,TRAIN,0.0
1589,4.94,7.51,3.37,0.11,0.35,0.42,248.46,14.34,61.07,4.66,0.34,0.52,1.52,51.87,34.29,37.65,0.83,0.0,32.03,75.71,-6.02,-11.73,-5.62,0.06,0.27,0.31,340.76,27.71,131.12,5.22,0.49,0.95,1.95,36.82,48.64,3.11,0.68,0.0,40.0,87.69,1.16,2.55,0.97,0.02,0.23,0.27,306.16,29.16,135.9,5.63,0.55,1.2,2.2,45.21,54.53,11.02,0.61,0.0,37.05,82.81,0,TRAIN,0.0
